district_id,district_name,county,enrollment,website_url,video_platform,video_url,archive_start_year,youtube_channel_id,notes,confidence,last_checked,video_status,score
091917,GUNTER ISD,GRAYSON COUNTY,1156,https://www.gunterisd.org,facebook_live,https://www.gunterisd.org/live-feed,,,Crawler found: facebook_live. Crawled 2 pages. Score: 100/100.,high,2026-04-21,crawler_found,100
091918,TOM BEAN ISD,GRAYSON COUNTY,741,https://www.tbisd.org,boardbook,https://meetings.boardbook.org/public/organization/2036,,,Crawler found: boardbook. Crawled 8 pages. Score: 85/100.,high,2026-04-21,crawler_found,85
092901,GLADEWATER ISD,GREGG COUNTY,1636,https://www.gladewaterisd.com,boardbook,https://meetings.boardbook.org/Public/Organization/2202,,,Crawler found: boardbook. Crawled 5 pages. Score: 100/100.,high,2026-04-21,crawler_found,100
092906,SABINE ISD,GREGG COUNTY,1583,https://www.sabineisd.org,website_archive,https://www.sabineisd.org/about-us/school-board/home,,,Crawler found: website_archive. Crawled 3 pages. Score: 45/100.,low,2026-04-21,crawler_found,45
092908,WHITE OAK ISD,GREGG COUNTY,1428,https://www.woisd.net,boardbook,https://meetings.boardbook.org/Public/Organization/2248,,,"Crawler found: boardbook, zoom. Crawled 8 pages. Score: 100/100.",high,2026-04-21,crawler_found,100
093901,ANDERSON-SHIRO CISD,GRIMES COUNTY,979,https://www.asisd.com,facebook_live,https://www.asisd.com/live-feed,,,Crawler found: facebook_live. Crawled 1 pages. Score: 78/100.,medium,2026-04-21,crawler_found,78
093903,IOLA ISD,GRIMES COUNTY,626,https://www.iolaisd.net,website_archive,https://www.iolaisd.net/school-board,,,Crawler found: website_archive. Crawled 6 pages. Score: 60/100.,medium,2026-04-21,crawler_found,60
093904,NAVASOTA ISD,GRIMES COUNTY,3117,https://www.navasotaisd.org,boardbook,https://meetings.boardbook.org/Public/Organization/1869,,,Crawler found: boardbook. Crawled 1 pages. Score: 78/100.,medium,2026-04-21,crawler_found,78
093905,RICHARDS ISD,GRIMES COUNTY,249,https://www.richardsisd.net,website_archive,https://www.richardsisd.net/apps/pages/index.jsp?uREC_ID=4452816&type=d&pREC_ID=2701906,,,Crawler found: website_archive. Crawled 4 pages. Score: 45/100.,low,2026-04-21,crawler_found,45
094903,NAVARRO ISD,GUADALUPE COUNTY,2702,https://www.navarroisd.us,youtube,https://www.youtube.com/embed/Wx5XUZbWzGI,,@NavarroPantherEvents,"Crawler found: boardbook, youtube. Crawled 4 pages. Score: 100/100.",high,2026-04-25,crawler_found,100
094904,MARION ISD,GUADALUPE COUNTY,1709,https://www.marionisd.net,youtube,https://www.youtube.com/@MarionHighSchool,,@MarionHighSchool,"Crawler found: boardbook, youtube. Crawled 1 pages. Score: 78/100.",medium,2026-04-21,crawler_found,78
095901,ABERNATHY ISD,HALE COUNTY,808,https://www.abernathyisd.com,youtube,https://www.youtube.com/@AbernathyAthletics,,@AbernathyAthletics,"Crawler found: boardbook, youtube. Crawled 1 pages. Score: 78/100.",medium,2026-04-21,crawler_found,78
095902,COTTON CENTER ISD,HALE COUNTY,100,https://www.cottoncenterisd.org,website_archive,https://www.cottoncenterisd.org,,,Crawler found: website_archive. Crawled 8 pages. Score: 50/100.,low,2026-04-21,crawler_found,50
095904,PETERSBURG ISD,HALE COUNTY,243,https://www.petersburgisd.net,boardbook,https://meetings.boardbook.org/Public/Organization/2344\\\,,,"Crawler found: boardbook, facebook_live. Crawled 2 pages. Score: 85/100.",high,2026-04-21,crawler_found,85
095905,PLAINVIEW ISD,HALE COUNTY,4077,https://www.plainviewisd.org,website_archive,https://www.plainviewisd.org/live-feed,,,Crawler found: website_archive. Crawled 1 pages. Score: 38/100.,low,2026-04-21,crawler_found,38
096904,MEMPHIS ISD,HALL COUNTY,345,https://www.memphisisd.net,website_archive,https://www.memphisisd.net/,,,Crawler found: website_archive. Crawled 8 pages. Score: 35/100.,low,2026-04-21,crawler_found,35
097902,HAMILTON ISD,HAMILTON COUNTY,823,https://www.hamiltonisd.org,boardbook,https://meetings.boardbook.org/Public/Organization/951\\\,,,"Crawler found: boardbook, facebook_live. Crawled 2 pages. Score: 85/100.",high,2026-04-21,crawler_found,85
098901,GRUVER ISD,HANSFORD COUNTY,409,https://www.gruverisd.net,website_archive,https://www.gruverisd.net/113559_2,,,Crawler found: website_archive. Crawled 1 pages. Score: 38/100.,low,2026-04-21,crawler_found,38
098904,SPEARMAN ISD,HANSFORD COUNTY,692,https://www.spearmanisd.net,youtube,https://www.youtube.com/channel/UCrfz93xqswWspWL4PBqwE8w,,channel/UCrfz93xqswWspWL4PBqwE8w,"Crawler found: boardbook, facebook_live, youtube. Crawled 1 pages. Score: 78/100.",medium,2026-04-21,crawler_found,78
099902,CHILLICOTHE ISD,HARDEMAN COUNTY,189,https://www.chillicotheschools.org,boarddocs,https://www.chillicotheschools.org/page/board-contact-information,,,"Crawler found: facebook_live, boarddocs. Crawled 2 pages. Score: 85/100.",high,2026-04-21,crawler_found,85
099903,QUANAH ISD,HARDEMAN COUNTY,434,https://www.qisd.net,boardbook,https://meetings.boardbook.org/Public/Organization/2244,,,Crawler found: boardbook. Crawled 2 pages. Score: 50/100.,low,2026-04-21,crawler_found,50
100903,KOUNTZE ISD,HARDIN COUNTY,1151,https://www.kountzeisd.org,boardbook,https://meetings.boardbook.org/Public/Organization/1403&amp;source=gmail&amp;ust=1594732071367000&amp;usg=AFQjCNEsZsj6o_goooYm7szCqHi2ULkYkw,,,Crawler found: boardbook. Crawled 3 pages. Score: 85/100.,high,2026-04-21,crawler_found,85
100904,SILSBEE ISD,HARDIN COUNTY,2588,https://www.silsbeeisd.org,youtube,https://www.youtube.com/@SilsbeeISD,,@SilsbeeISD,"Crawler found: boardbook, youtube. Crawled 6 pages. Score: 85/100.",high,2026-04-21,crawler_found,85
100907,LUMBERTON ISD,HARDIN COUNTY,4108,https://www.lumbertonisd.org,youtube,http://www.youtube.com/@lumbertonisd-txlivestreamc183,,@lumbertonisd-txlivestreamc183,"Crawler found: boardbook, youtube. Crawled 7 pages. Score: 85/100.",high,2026-04-21,crawler_found,85
101855,MEYERPARK CHARTER,HARRIS COUNTY,296,https://www.mcisd.net,youtube,https://www.youtube.com/c/missioncisdtv/,,@missioncisdtv,"Crawler found: boardbook, youtube. Crawled 3 pages. Score: 93/100.",high,2026-04-25,crawler_found,93
101907,CYPRESS-FAIRBANKS ISD,HARRIS COUNTY,117927,https://www.cfisd.net,youtube,https://www.youtube.com/@thecyfairisd,,@thecyfairisd,"Crawler found: boardbook, youtube. Crawled 3 pages. Score: 100/100.",high,2026-04-25,crawler_found,100
101910,GALENA PARK ISD,HARRIS COUNTY,20862,https://www.galenaparkisd.com,youtube,https://www.galenaparkisd.com/district-info/board-of-trustees,,,"Crawler found: boardbook, youtube. Crawled 8 pages. Score: 100/100.",high,2026-04-21,crawler_found,100
101913,HUMBLE ISD,HARRIS COUNTY,48502,https://www.humbleisd.net,diligent,https://www.humbleisd.net/page/board,,,"Crawler found: diligent, facebook_live. Crawled 2 pages. Score: 100/100.",high,2026-04-21,crawler_found,100
101921,TOMBALL ISD,HARRIS COUNTY,22913,https://www.tomballisd.net,youtube,https://www.youtube.com/c/TomballISDCommunications,,@TomballISDCommunications,Crawler found: youtube. Crawled 1 pages. Score: 93/100.,high,2026-04-21,crawler_found,93
101925,HUFFMAN ISD,HARRIS COUNTY,3646,https://www.huffmanisd.net,youtube,https://www.youtube.com/@huffmanisdfalcons,,@huffmanisdfalcons,Crawler found: youtube. Crawled 8 pages. Score: 100/100.,high,2026-04-21,crawler_found,100
102901,KARNACK ISD,HARRISON COUNTY,119,https://www.karnackisd.org,boardbook,https://meetings.boardbook.org/Public/Organization/3197,,,Crawler found: boardbook. Crawled 4 pages. Score: 100/100.,high,2026-04-21,crawler_found,100
102902,MARSHALL ISD,HARRISON COUNTY,4957,https://www.marshallisd.com,youtube,https://www.youtube.com/channel/UCQm1sq3KaG_1atesDsvTDUQ,,channel/UCQm1sq3KaG_1atesDsvTDUQ,"Crawler found: boardbook, facebook_live, youtube. Crawled 3 pages. Score: 100/100.",high,2026-04-21,crawler_found,100
102903,WASKOM ISD,HARRISON COUNTY,806,https://www.waskomisd.net,website_archive,https://www.waskomisd.net/wisd-board-of-trustees-home,,,Crawler found: website_archive. Crawled 1 pages. Score: 38/100.,low,2026-04-21,crawler_found,38
102904,HALLSVILLE ISD,HARRISON COUNTY,24602,https://www.hisd.us,boardbook,https://meetings.boardbook.org/Public/Organization/975,,,Crawler found: boardbook. Crawled 2 pages. Score: 85/100.,high,2026-04-21,crawler_found,85
102905,HARLETON ISD,HARRISON COUNTY,705,https://www.harletonisd.net,boardbook,https://meetings.boardbook.org/Public/Organization/1864,,,Crawler found: boardbook. Crawled 6 pages. Score: 85/100.,high,2026-04-21,crawler_found,85
103901,CHANNING ISD,HARTLEY COUNTY,121,https://www.channingisd.net,facebook_live,https://www.channingisd.net/live-feed,,,Crawler found: facebook_live. Crawled 5 pages. Score: 85/100.,high,2026-04-21,crawler_found,85
103902,HARTLEY ISD,HARTLEY COUNTY,236,https://www.hartleyisd.net,website_archive,https://www.hartleyisd.net/board-of-trustees,,,Crawler found: website_archive. Crawled 4 pages. Score: 45/100.,low,2026-04-21,crawler_found,45
104903,RULE ISD,HASKELL COUNTY,138,https://www.rule.net,youtube,https://www.youtube.com/user/DECISIONSvideo,,@DECISIONSvideo,Crawler found: youtube. Crawled 2 pages. Score: 75/100.,medium,2026-04-25,crawler_found,75
104907,PAINT CREEK ISD,HASKELL COUNTY,111,https://www.paintcreek.com,website_archive,https://paintcreek.com,,,Crawler found: website_archive. Crawled 8 pages. Score: 35/100.,low,2026-04-21,crawler_found,35
105902,SAN MARCOS CISD,HAYS COUNTY,8222,https://www.smcisd.net,youtube,https://www.youtube.com/user/SanMarcosSchools,,@SanMarcosSchools,Crawler found: youtube. Crawled 3 pages. Score: 85/100.,high,2026-04-21,crawler_found,85
105904,DRIPPING SPRINGS ISD,HAYS COUNTY,8712,https://www.dsisd.net,website_archive,https://cdnsm5-ss13.sharpschool.com/UserFiles/Servers/Server_124446/Image/Special%20Ed/PAC%20flyer%2025_26.pdf,,,Crawler found: website_archive. Crawled 5 pages. Score: 45/100.,low,2026-04-21,crawler_found,45
105905,WIMBERLEY ISD,HAYS COUNTY,2661,https://www.wimberleyisd.net,youtube,https://www.youtube.com/@WimberleyISD,,@WimberleyISD,"Crawler found: boardbook, youtube. Crawled 8 pages. Score: 100/100.",high,2026-04-21,crawler_found,100
106901,CANADIAN ISD,HEMPHILL COUNTY,758,https://www.canadianisd.net,boardbook,https://meetings.boardbook.org/public/Organization/789,,,Crawler found: boardbook. Crawled 2 pages. Score: 100/100.,high,2026-04-21,crawler_found,100
107901,ATHENS ISD,HENDERSON COUNTY,3029,https://www.athensisd.net,boardbook,https://meetings.boardbook.org/Public/Organization/635\,,,"Crawler found: boardbook, facebook_live. Crawled 1 pages. Score: 93/100.",high,2026-04-21,crawler_found,93
107904,CROSS ROADS ISD,HENDERSON COUNTY,558,https://www.crossroadsisd.org,boardbook,https://meetings.boardbook.org/Public/Organization/2096,,,Crawler found: boardbook. Crawled 7 pages. Score: 85/100.,high,2026-04-21,crawler_found,85
107905,EUSTACE ISD,HENDERSON COUNTY,1711,https://www.eustaceisd.net,youtube,https://www.youtube.com/@EustaceISD,,@EustaceISD,Crawler found: youtube. Crawled 2 pages. Score: 85/100.,high,2026-04-21,crawler_found,85
107906,MALAKOFF ISD,HENDERSON COUNTY,1511,https://www.malakoffisd.org,boardbook,https://meetings.boardbook.org/Public/Organization/653,,,Crawler found: boardbook. Crawled 1 pages. Score: 78/100.,medium,2026-04-21,crawler_found,78
107907,TRINIDAD ISD,HENDERSON COUNTY,173,https://www.trinidadisd.com,facebook_live,https://www.trinidadisd.com/live-feed,,,Crawler found: facebook_live. Crawled 1 pages. Score: 68/100.,medium,2026-04-21,crawler_found,68
107910,LAPOYNOR ISD,HENDERSON COUNTY,479,https://www.lapoynorisd.net,boardbook,https://meetings.boardbook.org/Public/Organization/700,,,Crawler found: boardbook. Crawled 3 pages. Score: 100/100.,high,2026-04-21,crawler_found,100
108902,DONNA ISD,HIDALGO COUNTY,12937,https://www.donnaisd.net,youtube,https://www.youtube.com/channel/UC3VYVNnmJSZ4gdjc8oIWqDg,,channel/UC3VYVNnmJSZ4gdjc8oIWqDg,"Crawler found: boardbook, facebook_live, youtube. Crawled 6 pages. Score: 85/100.",high,2026-04-21,crawler_found,85
108903,EDCOUCH-ELSA ISD,HIDALGO COUNTY,4349,https://www.eeisd.org,youtube,https://www.youtube.com/user/EdcouchElsaISD,,@EdcouchElsaISD,"Crawler found: boardbook, facebook_live, youtube. Crawled 1 pages. Score: 93/100.",high,2026-04-21,crawler_found,93
108904,EDINBURG CISD,HIDALGO COUNTY,33343,https://www.eisd.org,youtube,https://www.youtube.com/@evermanschools2178,,@evermanschools2178,"Crawler found: boardbook, zoom, youtube, facebook_live. Crawled 8 pages. Score: 100/100.",high,2026-04-21,crawler_found,100
108905,HIDALGO ISD,HIDALGO COUNTY,2918,https://www.hidalgo-isd.org,youtube,https://www.youtube.com/user/HidalgoISD,,@HidalgoISD,Crawler found: youtube. Crawled 3 pages. Score: 93/100.,high,2026-04-21,crawler_found,93
108906,MCALLEN ISD,HIDALGO COUNTY,19890,https://www.mcallenisd.org,youtube,https://www.youtube.com/@mcallenisd,,@mcallenisd,"Crawler found: boardbook, facebook_live, youtube. Crawled 2 pages. Score: 85/100.",high,2026-04-21,crawler_found,85
108908,MISSION CISD,HIDALGO COUNTY,13765,https://www.misd.org,youtube,https://www.youtube.com/channel/UCDr-Caw3USvwmrgi_nE6QRg,,channel/UCDr-Caw3USvwmrgi_nE6QRg,"Crawler found: diligent, youtube. Crawled 8 pages. Score: 100/100.",high,2026-04-21,crawler_found,100
108909,PHARR-SAN JUAN-ALAMO ISD,HIDALGO COUNTY,29613,https://www.psjaisd.us,youtube,https://www.youtube.com/user/PSJAISD,,@PSJAISD,"Crawler found: boardbook, youtube, vimeo. Crawled 7 pages. Score: 100/100.",high,2026-04-21,crawler_found,100
108910,PROGRESO ISD,HIDALGO COUNTY,1339,https://www.progreso.us,website_archive,https://mercadeo.us/optin-b-page,,,Crawler found: website_archive. Crawled 8 pages. Score: 35/100.,low,2026-04-21,crawler_found,35
108911,SHARYLAND ISD,HIDALGO COUNTY,9844,https://www.sharylandisd.org,youtube,https://www.youtube.com/user/SharylandSchools,,@SharylandSchools,"Crawler found: boardbook, youtube. Crawled 2 pages. Score: 85/100.",high,2026-04-21,crawler_found,85
108912,LA JOYA ISD,HIDALGO COUNTY,22942,https://www.lajoyaisd.com,youtube,https://www.youtube.com/channel/UC9lJG1rKTLQzvw-ZSSezO7g,,@LaJoyaISD17,"Crawler found: boardbook, facebook_live, youtube. Crawled 5 pages. Score: 100/100.",high,2026-04-21,crawler_found,100
108914,LA VILLA ISD,HIDALGO COUNTY,512,https://www.lavillaisd.org,youtube,https://www.lavillaisd.org/live-feed,,@LaVillaISD,"Crawler found: facebook_live, youtube. Crawled 1 pages. Score: 78/100.",medium,2026-04-21,crawler_found,78
108915,MONTE ALTO ISD,HIDALGO COUNTY,819,https://www.montealtoisd.org,boardbook,https://meetings.boardbook.org/Public/Organization/784\,,,"Crawler found: boardbook, facebook_live. Crawled 2 pages. Score: 85/100.",high,2026-04-21,crawler_found,85
108916,VALLEY VIEW ISD,HIDALGO COUNTY,3444,https://www.vvisd.org,youtube,https://www.youtube.com/@vanvleckisd3197,,@vanvleckisd3197,"Crawler found: boardbook, youtube. Crawled 4 pages. Score: 85/100.",high,2026-04-21,crawler_found,85
109902,BYNUM ISD,HILL COUNTY,187,https://www.bynumisd.net,boardbook,https://meetings.boardbook.org/Public/Organization/2116,,,"Crawler found: boardbook, zoom. Crawled 4 pages. Score: 50/100.",low,2026-04-21,crawler_found,50
109903,COVINGTON ISD,HILL COUNTY,353,https://www.covingtonisd.org,boardbook,https://meetings.boardbook.org/Public/Organization/1930,,,Crawler found: boardbook. Crawled 2 pages. Score: 100/100.,high,2026-04-21,crawler_found,100
109904,HILLSBORO ISD,HILL COUNTY,1984,https://www.hillsboroisd.org,youtube,https://www.youtube.com/@HillsboroISD/videos,,@HillsboroISD,"Crawler found: boardbook, youtube. Crawled 7 pages. Score: 100/100.",high,2026-04-21,crawler_found,100
109905,HUBBARD ISD,HILL COUNTY,417,https://www.hubbardisd.net,website_archive,https://www.hubbardisd.net/75591_2,,,Crawler found: website_archive. Crawled 7 pages. Score: 60/100.,medium,2026-04-21,crawler_found,60
109907,ITASCA ISD,HILL COUNTY,638,https://www.itascaisd.org,vimeo,https://player.vimeo.com/video/145640536\,,,"Crawler found: facebook_live, vimeo, boardbook. Crawled 2 pages. Score: 85/100.",high,2026-04-25,crawler_found,85
109908,MALONE ISD,HILL COUNTY,63,https://www.maloneisd.org,website_archive,https://www.maloneisd.org/school-board-members-2025-2026,,,Crawler found: website_archive. Crawled 6 pages. Score: 45/100.,low,2026-04-21,crawler_found,45
109911,WHITNEY ISD,HILL COUNTY,1454,https://www.whitneyisd.org,boardbook,https://meetings.boardbook.org/Public/Organization/2245,,,Crawler found: boardbook. Crawled 5 pages. Score: 85/100.,high,2026-04-21,crawler_found,85
109912,AQUILLA ISD,HILL COUNTY,332,https://www.aquillaisd.net,website_archive,https://www.aquillaisd.net/board-of-trustees,,,Crawler found: website_archive. Crawled 4 pages. Score: 45/100.,low,2026-04-21,crawler_found,45
109914,PENELOPE ISD,HILL COUNTY,216,https://www.penelopeisd.org,website_archive,https://www.penelopeisd.org/apps/pages/index.jsp?uREC_ID=525572&type=d&pREC_ID=1006778,,,Crawler found: website_archive. Crawled 2 pages. Score: 45/100.,low,2026-04-21,crawler_found,45
110901,ANTON ISD,HOCKLEY COUNTY,175,https://www.antonisd.org,boardbook,https://meetings.boardbook.org/Public/Organization/2285\,,,"Crawler found: boardbook, facebook_live. Crawled 3 pages. Score: 85/100.",high,2026-04-21,crawler_found,85
110902,LEVELLAND ISD,HOCKLEY COUNTY,2575,https://www.levellandisd.net,youtube,https://www.levellandisd.net/recorded-school-board-meetings,,,"Crawler found: boardbook, youtube. Crawled 8 pages. Score: 85/100.",high,2026-04-21,crawler_found,85
110905,ROPES ISD,HOCKLEY COUNTY,622,https://www.ropesisd.us,boardbook,https://meetings.boardbook.org/Public/Organization/2792,,,Crawler found: boardbook. Crawled 1 pages. Score: 78/100.,medium,2026-04-21,crawler_found,78
110906,SMYER ISD,HOCKLEY COUNTY,431,https://www.smyer-isd.org,website_archive,https://www.smyer-isd.org/8420_1,,,Crawler found: website_archive. Crawled 1 pages. Score: 38/100.,low,2026-04-21,crawler_found,38
110907,SUNDOWN ISD,HOCKLEY COUNTY,552,https://www.sundownisd.com,youtube,https://www.youtube.com/channel/UCDJCKVmoATLGRjjzwpLnP9g,,channel/UCDJCKVmoATLGRjjzwpLnP9g,"Crawler found: facebook_live, youtube. Crawled 1 pages. Score: 93/100.",high,2026-04-21,crawler_found,93
110908,WHITHARRAL ISD,HOCKLEY COUNTY,229,https://www.whitharralisd.org,website_archive,https://www.whitharralisd.org/school-board-information,,,Crawler found: website_archive. Crawled 2 pages. Score: 45/100.,low,2026-04-21,crawler_found,45
111901,GRANBURY ISD,HOOD COUNTY,7962,https://www.granburyisd.org,youtube,https://www.youtube.com/channel/UCjoY-gxQ2O8pVNM-cHXHCzA,,@granburyisd,"Crawler found: boardbook, youtube. Crawled 6 pages. Score: 100/100.",high,2026-04-21,crawler_found,100
111903,TOLAR ISD,HOOD COUNTY,884,https://www.tolarisd.org,website_archive,https://www.tolarisd.org/district-information/school-board/school-board-trustees,,,Crawler found: website_archive. Crawled 6 pages. Score: 45/100.,low,2026-04-21,crawler_found,45
112901,SULPHUR SPRINGS ISD,HOPKINS COUNTY,4216,https://www.ssisd.net,boardbook,https://meetings.boardbook.org/Public/Organization/1046,,,Crawler found: boardbook. Crawled 3 pages. Score: 85/100.,high,2026-04-21,crawler_found,85
112905,CUMBY COLLEGIATE ISD,HOPKINS COUNTY,463,https://www.cumbyisd.net,facebook_live,https://www.cumbyisd.net/live-feed,,,Crawler found: facebook_live. Crawled 1 pages. Score: 78/100.,medium,2026-04-21,crawler_found,78
112908,COMO-PICKTON CISD,HOPKINS COUNTY,770,https://www.cpisd.org,youtube,https://www.youtube.com/embed/YeRkdcNGoB8,,,"Crawler found: vimeo, youtube. Crawled 3 pages. Score: 90/100.",high,2026-04-25,crawler_found,90
112909,SALTILLO ISD,HOPKINS COUNTY,250,https://www.saltilloisd.net,website_archive,https://www.saltilloisd.net/339258_2,,,Crawler found: website_archive. Crawled 6 pages. Score: 45/100.,low,2026-04-21,crawler_found,45
112910,SULPHUR BLUFF ISD,HOPKINS COUNTY,209,https://www.sulphurbluffisd.net,boardbook,https://meetings.boardbook.org/Public/Organization/1014,,,Crawler found: boardbook. Crawled 5 pages. Score: 85/100.,high,2026-04-21,crawler_found,85
113901,CROCKETT ISD,HOUSTON COUNTY,1124,https://www.crockettisd.net,facebook_live,https://www.crockettisd.net/live-feed,,,Crawler found: facebook_live. Crawled 1 pages. Score: 78/100.,medium,2026-04-21,crawler_found,78
113902,GRAPELAND ISD,HOUSTON COUNTY,574,https://www.grapelandisd.net,website_archive,https://www.grapelandisd.net/apps/pages/index.jsp?uREC_ID=578564&type=d,,,Crawler found: website_archive. Crawled 7 pages. Score: 45/100.,low,2026-04-21,crawler_found,45
113903,LOVELADY ISD,HOUSTON COUNTY,515,https://www.loveladyisd.net,website_archive,https://www.loveladyisd.net/,,,Crawler found: website_archive. Crawled 8 pages. Score: 35/100.,low,2026-04-21,crawler_found,35
113905,LATEXO ISD,HOUSTON COUNTY,550,https://www.latexoisd.net,facebook_live,https://www.latexoisd.net/live-feed,,,Crawler found: facebook_live. Crawled 1 pages. Score: 78/100.,medium,2026-04-21,crawler_found,78
113906,KENNARD ISD,HOUSTON COUNTY,275,https://www.kennardisd.net,boardbook,https://meetings.boardbook.org/Public/Organization/1676\,,,"Crawler found: boardbook, facebook_live. Crawled 1 pages. Score: 78/100.",medium,2026-04-21,crawler_found,78
114902,COAHOMA ISD,HOWARD COUNTY,1084,https://www.coahomaisd.com,boardbook,https://meetings.boardbook.org/Public/Organization/984\,,,"Crawler found: boardbook, facebook_live. Crawled 2 pages. Score: 85/100.",high,2026-04-21,crawler_found,85
115902,SIERRA BLANCA ISD,HUDSPETH COUNTY,100,https://www.sierrablancaisd.net,website_archive,https://www.sierrablancaisd.net/administration/board-of-trustees,,,Crawler found: website_archive. Crawled 6 pages. Score: 45/100.,low,2026-04-21,crawler_found,45
115903,DELL CITY ISD,HUDSPETH COUNTY,76,https://www.dellcityisd.net,boardbook,https://meetings.boardbook.org/Public/Organization/1300\,,,"Crawler found: boardbook, facebook_live. Crawled 1 pages. Score: 78/100.",medium,2026-04-21,crawler_found,78
116901,CADDO MILLS ISD,HUNT COUNTY,3073,https://www.caddomillsisd.org,youtube,https://www.caddomillsisd.org/live-feed,,,"Crawler found: boardbook, facebook_live, youtube. Crawled 4 pages. Score: 85/100.",high,2026-04-21,crawler_found,85
116902,CELESTE ISD,HUNT COUNTY,489,https://www.celesteisd.org,boardbook,https://meetings.boardbook.org/Public/Organization/1411,,,Crawler found: boardbook. Crawled 6 pages. Score: 100/100.,high,2026-04-21,crawler_found,100
116903,COMMERCE ISD,HUNT COUNTY,1542,https://www.commerceisd.org,youtube,https://www.youtube.com/c/CommerceISDOfficial,,@CommerceISDOfficial,"Crawler found: boardbook, youtube. Crawled 5 pages. Score: 100/100.",high,2026-04-21,crawler_found,100
116905,GREENVILLE ISD,HUNT COUNTY,5583,https://www.greenvilleisd.com,youtube,https://www.youtube.com/@GreenvilleISD,,@GreenvilleISD,"Crawler found: facebook_live, youtube. Crawled 2 pages. Score: 100/100.",high,2026-04-21,crawler_found,100
116906,LONE OAK ISD,HUNT COUNTY,1137,https://www.loneoakisd.net,youtube,https://www.youtube.com/c/LoneOakBuffaloAthletics,,@LoneOakBuffaloAthletics,"Crawler found: boardbook, youtube. Crawled 3 pages. Score: 100/100.",high,2026-04-21,crawler_found,100
116908,QUINLAN ISD,HUNT COUNTY,2936,https://www.quinlanisd.net,boardbook,https://meetings.boardbook.org/Public/Organization/2079,,,Crawler found: boardbook. Crawled 2 pages. Score: 85/100.,high,2026-04-21,crawler_found,85
116909,WOLFE CITY ISD,HUNT COUNTY,713,https://www.wcisd.org,website_archive,https://www.wcisd.org/school-board,,,Crawler found: website_archive. Crawled 5 pages. Score: 45/100.,low,2026-04-21,crawler_found,45
116910,CAMPBELL ISD,HUNT COUNTY,269,https://www.campbellisd.org,website_archive,https://www.campbellisd.org/district-departments/school-board,,,Crawler found: website_archive. Crawled 4 pages. Score: 60/100.,medium,2026-04-21,crawler_found,60
116915,BLAND ISD,HUNT COUNTY,777,https://www.blandisd.us,boardbook,https://meetings.boardbook.org/Public/Organization/2075,,,Crawler found: boardbook. Crawled 3 pages. Score: 85/100.,high,2026-04-21,crawler_found,85
116916,BOLES ISD,HUNT COUNTY,543,https://www.bolesisd.com,website_archive,https://www.bolesisd.com/board-of-trustess-home,,,Crawler found: website_archive. Crawled 2 pages. Score: 45/100.,low,2026-04-21,crawler_found,45
117901,BORGER ISD,HUTCHINSON COUNTY,2325,https://www.borgerisd.net,boardbook,https://meetings.boardbook.org/Public/Organization/904,,,Crawler found: boardbook. Crawled 1 pages. Score: 78/100.,medium,2026-04-21,crawler_found,78
119901,BRYSON ISD,JACK COUNTY,267,https://www.brysonisd.net,website_archive,https://www.brysonisd.net/vnews/display.v/SEC/Front%20Page%7COnline%20Board%20Policy,,,Crawler found: website_archive. Crawled 4 pages. Score: 60/100.,medium,2026-04-21,crawler_found,60
119902,JACKSBORO ISD,JACK COUNTY,1022,https://www.jacksboroisd.net,youtube,https://www.youtube.com/channel/UCVLXsPG47prUr8-faZBMZRw,,channel/UCVLXsPG47prUr8-faZBMZRw,"Crawler found: diligent, facebook_live, youtube. Crawled 2 pages. Score: 85/100.",high,2026-04-21,crawler_found,85
120901,EDNA ISD,JACKSON COUNTY,1531,https://www.ednaisd.org,youtube,https://www.youtube.com/@ednaisdyoutube6233,,@ednaisdyoutube6233,"Crawler found: boardbook, facebook_live, youtube. Crawled 3 pages. Score: 85/100.",high,2026-04-21,crawler_found,85
120902,GANADO ISD,JACKSON COUNTY,712,https://www.ganadoisd.org,youtube,https://www.youtube.com/channel/UCFJyjmIFai5qfgvERaposFw,,channel/UCFJyjmIFai5qfgvERaposFw,"Crawler found: boardbook, youtube. Crawled 3 pages. Score: 85/100.",high,2026-04-21,crawler_found,85
121903,BUNA ISD,JASPER COUNTY,1474,https://www.bunaisd.net,vimeo,https://player.vimeo.com/video/1082634179,,,"Crawler found: zoom, vimeo, boardbook. Crawled 8 pages. Score: 100/100.",high,2026-04-25,crawler_found,100
121904,JASPER ISD,JASPER COUNTY,2070,https://www.jasperisd.net,vimeo,https://vimeo.com/event/5865928,,,"Crawler found: vimeo, boardbook. Crawled 8 pages. Score: 100/100.",high,2026-04-25,crawler_found,100
121905,KIRBYVILLE CISD,JASPER COUNTY,1439,https://www.kisd.org,boardbook,https://meetings.boardbook.org/Public/Organization/920,,,Crawler found: boardbook. Crawled 2 pages. Score: 93/100.,high,2026-04-21,crawler_found,93
122902,VALENTINE ISD,JEFF DAVIS COUNTY,32,https://www.valentineisd.com,website_archive,https://www.valentineisd.com/live-feed,,,Crawler found: website_archive. Crawled 2 pages. Score: 45/100.,low,2026-04-21,crawler_found,45
