district_id,district_name,county,enrollment,website_url,video_platform,video_url,archive_start_year,youtube_channel_id,notes,confidence,last_checked,video_status,score
043903,CELINA ISD,COLLIN COUNTY,5324,https://www.celinaisd.com,youtube,https://www.youtube.com/@CelinaISDTX,,@CelinaISDTX,"Crawler found: boardbook, youtube. Crawled 2 pages. Score: 100/100.",high,2026-04-21,crawler_found,100
043904,FARMERSVILLE ISD,COLLIN COUNTY,2397,https://www.farmersvilleisd.net,youtube,https://www.youtube.com/channel/UCLGiZIMGRTKv57ZZA9y3D9Q,,@FHSAVProduction,"Crawler found: boardbook, youtube. Crawled 3 pages. Score: 100/100.",high,2026-04-21,crawler_found,100
044902,WELLINGTON ISD,COLLINGSWORTH COUNTY,534,https://www.wellingtonisd.net,facebook_live,https://www.wellingtonisd.net/live-feed,,,Crawler found: facebook_live. Crawled 1 pages. Score: 83/100.,medium,2026-04-21,crawler_found,83
045902,COLUMBUS ISD,COLORADO COUNTY,1659,https://www.columbusisd.org,boardbook,https://meetings.boardbook.org/Public/Organization/1798,,,Crawler found: boardbook. Crawled 2 pages. Score: 50/100.,low,2026-04-21,crawler_found,50
045903,RICE CISD,COLORADO COUNTY,1306,https://www.risd.org,swagit,https://richardsonisdtx.new.swagit.com/views/404/,,@RichardsonISDVideo,"Crawler found: swagit, youtube. Crawled 8 pages. Score: 100/100.",high,2026-04-25,crawler_found,100
045905,WEIMAR ISD,COLORADO COUNTY,732,https://www.weimarisd.org,boardbook,https://meetings.boardbook.org/Public/Organization/785,,,Crawler found: boardbook. Crawled 4 pages. Score: 85/100.,high,2026-04-21,crawler_found,85
046902,COMAL ISD,COMAL COUNTY,29839,https://www.comalisd.org,youtube,https://www.youtube.com/@cisdnews,,@cisdnews,"Crawler found: boardbook, youtube. Crawled 3 pages. Score: 85/100.",high,2026-04-21,crawler_found,85
047901,COMANCHE ISD,COMANCHE COUNTY,1378,https://www.comancheisd.net,youtube,https://www.youtube.com/channel/UCKaT4Iitmej6ob5S7-9b0FQ,,channel/UCKaT4Iitmej6ob5S7-9b0FQ,"Crawler found: boardbook, youtube. Crawled 5 pages. Score: 85/100.",high,2026-04-21,crawler_found,85
047902,DE LEON ISD,COMANCHE COUNTY,654,https://www.deleonisd.net,youtube,https://www.youtube.com/@deleonisd,,@deleonisd,"Crawler found: facebook_live, youtube. Crawled 2 pages. Score: 100/100.",high,2026-04-21,crawler_found,100
047905,SIDNEY ISD,COMANCHE COUNTY,106,https://www.sidneyschools.org,website_archive,https://www.sidneyschools.org/vnews/display.v/SEC/Board%20of%20Directors,,,Crawler found: website_archive. Crawled 8 pages. Score: 60/100.,medium,2026-04-21,crawler_found,60
048903,PAINT ROCK ISD,CONCHO COUNTY,299,https://www.paintrockisd.net,facebook_live,https://www.paintrockisd.net/live-feed,,,Crawler found: facebook_live. Crawled 6 pages. Score: 100/100.,high,2026-04-21,crawler_found,100
049901,GAINESVILLE ISD,COOKE COUNTY,3111,https://www.gainesvilleisd.org,youtube,https://www.youtube.com/user/gainesvilleisd,,@gainesvilleisd,"Crawler found: boardbook, youtube. Crawled 8 pages. Score: 85/100.",high,2026-04-21,crawler_found,85
049902,MUENSTER ISD,COOKE COUNTY,570,https://www.muensterisd.net,youtube,https://www.youtube.com/@muensterhornets,,@muensterhornets,Crawler found: youtube. Crawled 4 pages. Score: 85/100.,high,2026-04-21,crawler_found,85
049906,ERA ISD,COOKE COUNTY,499,https://www.eraisd.net,boardbook,https://meetings.boardbook.org/Public/Organization/846\,,,"Crawler found: boardbook, zoom, facebook_live. Crawled 4 pages. Score: 85/100.",high,2026-04-21,crawler_found,85
049907,LINDSAY ISD,COOKE COUNTY,507,https://www.lindsayisd.org,boardbook,https://meetings.boardbook.org/Public/Organization/1875,,,Crawler found: boardbook. Crawled 2 pages. Score: 85/100.,high,2026-04-21,crawler_found,85
049908,WALNUT BEND ISD,COOKE COUNTY,73,https://www.walnutbendisd.net,youtube,https://www.youtube.com/channel/UC9S7tuFvrjiT6MeEod0zCyQ,,channel/UC9S7tuFvrjiT6MeEod0zCyQ,Crawler found: youtube. Crawled 5 pages. Score: 85/100.,high,2026-04-21,crawler_found,85
049909,SIVELLS BEND ISD,COOKE COUNTY,62,https://www.sivellsbendisd.net,youtube,https://www.youtube.com/@sivellsbendisd,,@sivellsbendisd,Crawler found: youtube. Crawled 4 pages. Score: 85/100.,high,2026-04-21,crawler_found,85
050901,EVANT ISD,CORYELL COUNTY,198,https://www.evantisd.org,facebook_live,https://www.evantisd.org/live-feed,,,Crawler found: facebook_live. Crawled 1 pages. Score: 78/100.,medium,2026-04-21,crawler_found,78
050902,GATESVILLE ISD,CORYELL COUNTY,2668,https://www.gatesvilleisd.org,youtube,https://www.youtube.com/channel/UCUSGNgejAPMgrlE7bJPBGkQ/videos?view=57,,channel/UCUSGNgejAPMgrlE7bJPBGkQ,"Crawler found: boardbook, youtube. Crawled 3 pages. Score: 100/100.",high,2026-04-21,crawler_found,100
050909,JONESBORO ISD,CORYELL COUNTY,337,https://www.jonesboroisd.net,facebook_live,https://www.jonesboroisd.net/live-feed,,,Crawler found: facebook_live. Crawled 1 pages. Score: 68/100.,medium,2026-04-21,crawler_found,68
051901,PADUCAH ISD,COTTLE COUNTY,156,https://www.paducahisd.org,boardbook,https://meetings.boardbook.org/Public/Organization/2187,,,Crawler found: boardbook. Crawled 4 pages. Score: 85/100.,high,2026-04-21,crawler_found,85
052901,CRANE ISD,CRANE COUNTY,1233,https://www.craneisd.com,diligent,https://www.craneisd.com/page/school-board,,,"Crawler found: diligent, facebook_live. Crawled 2 pages. Score: 100/100.",high,2026-04-21,crawler_found,100
054902,LORENZO ISD,CROSBY COUNTY,207,https://www.lorenzoisd.net,boardbook,https://meetings.boardbook.org/Public/Organization/2435,,,Crawler found: boardbook. Crawled 8 pages. Score: 85/100.,high,2026-04-21,crawler_found,85
054903,RALLS ISD,CROSBY COUNTY,370,https://www.rallsisd.org,boardbook,https://meetings.boardbook.org/Public/Organization/1946,,,Crawler found: boardbook. Crawled 1 pages. Score: 50/100.,low,2026-04-21,crawler_found,50
055901,CULBERSON COUNTY-ALLAMOORE ISD,CULBERSON COUNTY,381,https://www.ccaisd.net,boardbook,https://meetings.boardbook.org/Public/Organization/2249,,,Crawler found: boardbook. Crawled 1 pages. Score: 78/100.,medium,2026-04-21,crawler_found,78
056902,TEXLINE ISD,DALLAM COUNTY,225,https://www.texlineisd.net,youtube,https://www.youtube.com/channel/UC1usAmVdU1g49TRdb5t3QVQ,,channel/UC1usAmVdU1g49TRdb5t3QVQ,Crawler found: youtube. Crawled 5 pages. Score: 85/100.,high,2026-04-21,crawler_found,85
057911,HIGHLAND PARK ISD,DALLAS COUNTY,6350,https://www.hpisd.org,youtube,https://www.youtube.com/user/Highlandparkisdvideo,,@Highlandparkisdvideo,"Crawler found: boardbook, youtube. Crawled 6 pages. Score: 85/100.",high,2026-04-21,crawler_found,85
058902,DAWSON ISD,DAWSON COUNTY,140,https://www.dawsonisd.net,website_archive,https://www.dawsonisd.net/apps/pages/index.jsp?uREC_ID=318597&type=d&pREC_ID=726677,,,Crawler found: website_archive. Crawled 2 pages. Score: 45/100.,low,2026-04-21,crawler_found,45
058906,LAMESA ISD,DAWSON COUNTY,1484,https://www.lamesaisd.net,youtube,http://youtube.com/c/lamesaisd,,@lamesaisd,"Crawler found: boardbook, facebook_live, youtube. Crawled 4 pages. Score: 100/100.",high,2026-04-21,crawler_found,100
059901,HEREFORD ISD,DEAF SMITH COUNTY,3964,https://www.herefordisd.net,facebook_live,https://www.herefordisd.net/live-feed,,,Crawler found: facebook_live. Crawled 2 pages. Score: 85/100.,high,2026-04-21,crawler_found,85
059902,WALCOTT ISD,DEAF SMITH COUNTY,146,https://www.walcottisd.com,website_archive,https://www.walcottisd.com/,,,Crawler found: website_archive. Crawled 8 pages. Score: 50/100.,low,2026-04-21,crawler_found,50
060902,COOPER ISD,DELTA COUNTY,903,https://www.cooperisd.net,boardbook,https://meetings.boardbook.org/Public/Organization/2277\,,,Crawler found: boardbook. Crawled 7 pages. Score: 85/100.,high,2026-04-21,crawler_found,85
060914,FANNINDEL ISD,DELTA COUNTY,141,https://www.fannindelisd.net,website_archive,https://www.fannindelisd.net/high-school-football-videos,,,Crawler found: website_archive. Crawled 8 pages. Score: 45/100.,low,2026-04-21,crawler_found,45
061901,DENTON ISD,DENTON COUNTY,33329,https://www.dentonisd.org,youtube,https://www.youtube.com/@DentonISDSchools/videos,,@DentonISDSchools,"Crawler found: boardbook, youtube, panopto. Crawled 8 pages. Score: 100/100.",high,2026-04-21,crawler_found,100
061906,PONDER ISD,DENTON COUNTY,1719,https://www.ponderisd.net,boardbook,https://meetings.boardbook.org/Public/Organization/2363\,,,"Crawler found: boardbook, facebook_live. Crawled 1 pages. Score: 78/100.",medium,2026-04-21,crawler_found,78
061907,AUBREY ISD,DENTON COUNTY,4480,https://www.aubreyisd.net,boardbook,https://meetings.boardbook.org/Public/Organization/1857\,,,"Crawler found: boardbook, facebook_live. Crawled 8 pages. Score: 85/100.",high,2026-04-21,crawler_found,85
061908,SANGER ISD,DENTON COUNTY,2880,https://www.sangerisd.net,boardbook,https://meetings.boardbook.org/Public/Organization/666,,,Crawler found: boardbook. Crawled 4 pages. Score: 85/100.,high,2026-04-21,crawler_found,85
062901,CUERO ISD,DEWITT COUNTY,1888,https://www.cueroisd.org,boardbook,https://meetings.boardbook.org/Public/Organization/718,,,Crawler found: boardbook. Crawled 6 pages. Score: 100/100.,high,2026-04-21,crawler_found,100
062903,YOAKUM ISD,DEWITT COUNTY,1458,https://www.yoakumisd.net,website_archive,https://www.yoakumisd.net/our-district/school-board,,,Crawler found: website_archive. Crawled 3 pages. Score: 45/100.,low,2026-04-21,crawler_found,45
062905,WESTHOFF ISD,DEWITT COUNTY,85,https://www.westhoffisd.org,boardbook,https://meetings.boardbook.org/Public/Organization/2828,,,Crawler found: boardbook. Crawled 2 pages. Score: 85/100.,high,2026-04-21,crawler_found,85
062906,MEYERSVILLE ISD,DEWITT COUNTY,176,https://www.meyersvilleisd.org,website_archive,https://www.meyersvilleisd.org/board,,,Crawler found: website_archive. Crawled 1 pages. Score: 53/100.,low,2026-04-21,crawler_found,53
065901,CLARENDON ISD,DONLEY COUNTY,401,https://www.clarendonisd.net,website_archive,https://www.clarendonisd.net/vnews/display.v/SEC/District%7CBoard%20of%20Trustees,,,Crawler found: website_archive. Crawled 6 pages. Score: 60/100.,medium,2026-04-21,crawler_found,60
065902,HEDLEY ISD,DONLEY COUNTY,95,https://www.hedleyisd.net,facebook_live,https://www.hedleyisd.net/live-feed,,,Crawler found: facebook_live. Crawled 1 pages. Score: 78/100.,medium,2026-04-21,crawler_found,78
066901,BENAVIDES ISD,DUVAL COUNTY,148,https://www.benavidesisd.net,boardbook,https://meetings.boardbook.org/Public/Organization/2230,,,Crawler found: boardbook. Crawled 1 pages. Score: 93/100.,high,2026-04-21,crawler_found,93
066903,FREER ISD,DUVAL COUNTY,709,https://www.freerisd.org,boardbook,https://meetings.boardbook.org/Public/Organization/1001,,,Crawler found: boardbook. Crawled 1 pages. Score: 65/100.,medium,2026-04-21,crawler_found,65
067902,CISCO ISD,EASTLAND COUNTY,835,https://www.ciscoisd.net,youtube,https://www.youtube.com/@CiscoISD,,@CiscoISD,Crawler found: youtube. Crawled 6 pages. Score: 100/100.,high,2026-04-21,crawler_found,100
067903,EASTLAND ISD,EASTLAND COUNTY,969,https://www.eastlandisd.net,facebook_live,https://www.eastlandisd.net/live-feed,,,Crawler found: facebook_live. Crawled 3 pages. Score: 85/100.,high,2026-04-21,crawler_found,85
067904,GORMAN ISD,EASTLAND COUNTY,242,https://www.gormanisd.net,website_archive,https://www.gormanisd.net/apps/pages/index.jsp?uREC_ID=220056&type=d&pREC_ID=517505,,,Crawler found: website_archive. Crawled 1 pages. Score: 53/100.,low,2026-04-21,crawler_found,53
069901,ROCKSPRINGS ISD,EDWARDS COUNTY,200,https://www.rockspringsisd.net,vimeo,https://player.vimeo.com/video/148124984?h=1fe3ebabca&title=0&byline=0&portrait=0,,,"Crawler found: vimeo, boardbook. Crawled 3 pages. Score: 100/100.",high,2026-04-25,crawler_found,100
070901,AVALON ISD,ELLIS COUNTY,347,https://www.avalonisd.net,youtube,https://www.youtube.com/embed/11LBuc9h970,,,Crawler found: youtube. Crawled 2 pages. Score: 85/100.,high,2026-04-25,crawler_found,85
070903,ENNIS ISD,ELLIS COUNTY,6646,https://www.ennisschools.org,vimeo,https://vimeo.com/1033251025?share=copy\,,,Crawler found: vimeo. Crawled 1 pages. Score: 93/100.,high,2026-04-25,crawler_found,93
070905,FERRIS ISD,ELLIS COUNTY,3010,https://www.ferrisisd.org,youtube,https://www.youtube.com/channel/UC7C1k6AyeHTMgtAz-rhbpWw,,channel/UC7C1k6AyeHTMgtAz-rhbpWw,"Crawler found: boardbook, youtube. Crawled 8 pages. Score: 85/100.",high,2026-04-21,crawler_found,85
070907,ITALY ISD,ELLIS COUNTY,597,https://www.italyisd.org,boardbook,https://meetings.boardbook.org/Public/Organization/2171\,,,"Crawler found: boardbook, facebook_live. Crawled 1 pages. Score: 93/100.",high,2026-04-21,crawler_found,93
070908,MIDLOTHIAN ISD,ELLIS COUNTY,11356,https://www.midlothianisd.org,swagit,https://midlothianisdtx.new.swagit.com/views/74/,,@MidlothianISD,"Crawler found: boardbook, swagit, youtube. Crawled 8 pages. Score: 100/100.",high,2026-04-21,crawler_found,100
070909,MILFORD ISD,ELLIS COUNTY,258,https://www.milfordisd.org,website_archive,https://www.milfordisd.org/live-feed,,,Crawler found: website_archive. Crawled 2 pages. Score: 45/100.,low,2026-04-21,crawler_found,45
070910,PALMER ISD,ELLIS COUNTY,1352,https://www.palmer-isd.org,boardbook,https://meetings.boardbook.org/Public/Organization/683\,,,Crawler found: boardbook. Crawled 1 pages. Score: 78/100.,medium,2026-04-21,crawler_found,78
070911,RED OAK ISD,ELLIS COUNTY,6696,https://www.redoakisd.org,youtube,https://www.youtube.com/user/ROISDHawks,,@ROISDHawks,"Crawler found: boardbook, zoom, youtube. Crawled 8 pages. Score: 100/100.",high,2026-04-21,crawler_found,100
070912,WAXAHACHIE ISD,ELLIS COUNTY,11196,https://www.wisd.org,youtube,https://www.youtube.com/channel/UCGVvEsRL6vJJkztSx8SdveA,,channel/UCGVvEsRL6vJJkztSx8SdveA,"Crawler found: boardbook, youtube. Crawled 4 pages. Score: 100/100.",high,2026-04-21,crawler_found,100
070915,MAYPEARL ISD,ELLIS COUNTY,1209,https://www.maypearlisd.org,youtube,https://youtube.com/@maypearlisd_official?si=Y04rUo-JlOgT4HC3,,@maypearlisd_official,"Crawler found: boardbook, youtube. Crawled 7 pages. Score: 85/100.",high,2026-04-21,crawler_found,85
071903,FABENS ISD,EL PASO COUNTY,1865,https://www.fabensisd.net,youtube,https://www.youtube.com/channel/UC-x1AKVlN4MC4_bHlShDLdg,,channel/UC-x1AKVlN4MC4_bHlShDLdg,"Crawler found: boardbook, diligent, youtube. Crawled 1 pages. Score: 93/100.",high,2026-04-21,crawler_found,93
071904,SAN ELIZARIO ISD,EL PASO COUNTY,2927,https://www.seisd.net,youtube,https://www.youtube.com/embed/HwXervXxJE4,,@sanelizarioi,"Crawler found: boardbook, youtube. Crawled 8 pages. Score: 100/100.",high,2026-04-25,crawler_found,100
071908,TORNILLO ISD,EL PASO COUNTY,726,https://www.tornilloisd.org,website_archive,https://www.tornilloisd.org/board,,,Crawler found: website_archive. Crawled 8 pages. Score: 15/100.,low,2026-04-21,crawler_found,15
071909,SOCORRO ISD,EL PASO COUNTY,46668,https://www.sisd.org,youtube,https://www.youtube.com/channel/UCFfSShUgzmFghDOgb4DZndQ,,channel/UCFfSShUgzmFghDOgb4DZndQ,"Crawler found: boardbook, youtube. Crawled 2 pages. Score: 50/100.",low,2026-04-21,crawler_found,50
072901,THREE WAY ISD,ERATH COUNTY,212,https://www.twisd.us,boardbook,https://meetings.boardbook.org/UserUploads/2673/Images/White,,,Crawler found: boardbook. Crawled 5 pages. Score: 85/100.,high,2026-04-21,crawler_found,85
072902,DUBLIN ISD,ERATH COUNTY,1125,https://www.dublinisd.us,boardbook,https://meetings.boardbook.org/Public/Organization/865,,,Crawler found: boardbook. Crawled 8 pages. Score: 85/100.,high,2026-04-21,crawler_found,85
072903,STEPHENVILLE ISD,ERATH COUNTY,3578,https://www.stephenville.org,website_archive,https://www.instagram.com/billybobpaints/,,,Crawler found: website_archive. Crawled 8 pages. Score: 50/100.,low,2026-04-25,crawler_found,50
072904,BLUFF DALE ISD,ERATH COUNTY,219,https://www.bdisd.net,youtube,https://www.youtube.com/@BDBobcats,,@BDBobcats,"Crawler found: boardbook, youtube. Crawled 8 pages. Score: 100/100.",high,2026-04-25,crawler_found,100
072909,LINGLEVILLE ISD,ERATH COUNTY,270,https://www.lingleville.us,facebook_live,https://www.lingleville.us/live-feed,,,Crawler found: facebook_live. Crawled 1 pages. Score: 78/100.,medium,2026-04-21,crawler_found,78
073901,CHILTON ISD,FALLS COUNTY,566,https://www.chiltonisd.org,youtube,https://www.youtube.com/@chiltonisd/videos?app=desktop&view=0&sort=dd&shelf_id=0,,@chiltonisd,"Crawler found: boardbook, facebook_live, youtube. Crawled 2 pages. Score: 75/100.",medium,2026-04-21,crawler_found,75
073903,MARLIN ISD,FALLS COUNTY,843,https://www.marlinisd.org,youtube,https://www.youtube.com/channel/UCu5I6hZjTe6VQuAQQfnu_vg,,channel/UCu5I6hZjTe6VQuAQQfnu_vg,"Crawler found: boardbook, youtube. Crawled 2 pages. Score: 100/100.",high,2026-04-21,crawler_found,100
073904,WESTPHALIA ISD,FALLS COUNTY,159,https://www.westphaliaisd.org,website_archive,https://www.westphaliaisd.org/live-feed,,,Crawler found: website_archive. Crawled 2 pages. Score: 45/100.,low,2026-04-21,crawler_found,45
073905,ROSEBUD-LOTT ISD,FALLS COUNTY,790,https://www.rlisd.org,website_archive,https://www.rlisd.org/live-feed,,,Crawler found: website_archive. Crawled 6 pages. Score: 60/100.,medium,2026-04-21,crawler_found,60
074903,BONHAM ISD,FANNIN COUNTY,2029,https://www.bonhamisd.org,youtube,https://www.youtube.com/c/BonhamYouTube,,@BonhamYouTube,"Crawler found: boardbook, youtube. Crawled 8 pages. Score: 100/100.",high,2026-04-21,crawler_found,100
074905,ECTOR ISD,FANNIN COUNTY,234,https://www.ectorisd.net,boardbook,https://meetings.boardbook.org/Public/Organization/2492,,,Crawler found: boardbook. Crawled 4 pages. Score: 100/100.,high,2026-04-21,crawler_found,100
074907,HONEY GROVE ISD,FANNIN COUNTY,651,https://www.honeygroveisd.net,boardbook,https://meetings.boardbook.org/Public/Organization/1224,,,Crawler found: boardbook. Crawled 1 pages. Score: 78/100.,medium,2026-04-21,crawler_found,78
074912,TRENTON ISD,FANNIN COUNTY,712,https://www.trentonisd.org,boardbook,https://meetings.boardbook.org/Public/Organization/1993\\\,,,"Crawler found: boardbook, facebook_live. Crawled 5 pages. Score: 85/100.",high,2026-04-21,crawler_found,85
075901,FLATONIA ISD,FAYETTE COUNTY,676,https://www.flatoniaisd.net,boardbook,https://meetings.boardbook.org/Public/Organization/1774,,,Crawler found: boardbook. Crawled 8 pages. Score: 85/100.,high,2026-04-21,crawler_found,85
075903,SCHULENBURG ISD,FAYETTE COUNTY,684,https://www.schulenburgisd.net,website_archive,https://www.schulenburgisd.net/16300_4,,,Crawler found: website_archive. Crawled 8 pages. Score: 45/100.,low,2026-04-21,crawler_found,45
075906,FAYETTEVILLE ISD,FAYETTE COUNTY,290,https://www.fayettevilleisd.net,youtube,https://www.youtube.com/@FayettevilleISD,,@FayettevilleISD,"Crawler found: boardbook, facebook_live, youtube. Crawled 1 pages. Score: 78/100.",medium,2026-04-21,crawler_found,78
075908,ROUND TOP-CARMINE ISD,FAYETTE COUNTY,235,https://www.rtcisd.net,facebook_live,https://www.rtcisd.net/live-feed,,,Crawler found: facebook_live. Crawled 1 pages. Score: 78/100.,medium,2026-04-21,crawler_found,78
076904,ROTAN ISD,FISHER COUNTY,273,https://www.rotan.org,facebook_live,https://www.rotan.org/live-feed,,,Crawler found: facebook_live. Crawled 2 pages. Score: 85/100.,high,2026-04-21,crawler_found,85
077901,FLOYDADA COLLEGIATE ISD,FLOYD COUNTY,671,https://www.fcisd.net,website_archive,https://www.fcisd.net/,,,Crawler found: website_archive. Crawled 8 pages. Score: 35/100.,low,2026-04-21,crawler_found,35
077902,LOCKNEY ISD,FLOYD COUNTY,391,https://www.lockneyisd.net,facebook_live,https://www.lockneyisd.net/live-feed,,,Crawler found: facebook_live. Crawled 6 pages. Score: 85/100.,high,2026-04-21,crawler_found,85
078901,CROWELL ISD,FOARD COUNTY,189,https://www.crowellisd.net,boardbook,https://meetings.boardbook.org/Public/Organization/655,,,Crawler found: boardbook. Crawled 5 pages. Score: 85/100.,high,2026-04-21,crawler_found,85
080901,MOUNT VERNON ISD,FRANKLIN COUNTY,1608,https://www.mvisd.com,youtube,https://www.youtube.com/channel/UC2N_XaIvkbxUr49i3itAeEg,,@MVISD-,"Crawler found: boardbook, youtube. Crawled 3 pages. Score: 85/100.",high,2026-04-21,crawler_found,85
081902,FAIRFIELD ISD,FREESTONE COUNTY,1602,https://www.fairfieldisd.net,youtube,https://www.youtube.com/@FairfieldISD,,@FairfieldISD,"Crawler found: youtube, vimeo. Crawled 3 pages. Score: 85/100.",high,2026-04-21,crawler_found,85
081904,TEAGUE ISD,FREESTONE COUNTY,1212,https://www.teagueisd.org,website_archive,https://www.teagueisd.org/board-of-trustees-home,,,Crawler found: website_archive. Crawled 4 pages. Score: 45/100.,low,2026-04-21,crawler_found,45
081905,WORTHAM ISD,FREESTONE COUNTY,535,https://www.worthamisd.org,facebook_live,https://www.worthamisd.org/live-feed,,,Crawler found: facebook_live. Crawled 5 pages. Score: 85/100.,high,2026-04-21,crawler_found,85
081906,DEW ISD,FREESTONE COUNTY,171,https://www.dewisd.org,facebook_live,https://www.dewisd.org/live-feed,,,Crawler found: facebook_live. Crawled 1 pages. Score: 78/100.,medium,2026-04-21,crawler_found,78
082902,DILLEY ISD,FRIO COUNTY,841,https://www.dilleyisd.net,youtube,https://www.youtube.com/@DilleyISD/videos,,@DilleyISD,"Crawler found: boardbook, facebook_live, youtube. Crawled 2 pages. Score: 85/100.",high,2026-04-21,crawler_found,85
082903,PEARSALL ISD,FRIO COUNTY,1953,https://www.pearsallisd.org,youtube,https://www.youtube.com/user/pearsallisd,,@pearsallisd,"Crawler found: facebook_live, youtube. Crawled 1 pages. Score: 93/100.",high,2026-04-21,crawler_found,93
083902,LOOP ISD,GAINES COUNTY,150,https://www.loopisd.net,facebook_live,https://www.loopisd.net/live-feed,,,Crawler found: facebook_live. Crawled 1 pages. Score: 78/100.,medium,2026-04-21,crawler_found,78
083903,SEMINOLE ISD,GAINES COUNTY,3089,https://www.seminoleisd.net,boardbook,https://meetings.boardbook.org/Public/Organization/719,,,Crawler found: boardbook. Crawled 1 pages. Score: 50/100.,low,2026-04-21,crawler_found,50
084906,TEXAS CITY ISD,GALVESTON COUNTY,7711,https://www.tcisd.org,website_archive,https://www.tcisd.org/school-board,,,Crawler found: website_archive. Crawled 2 pages. Score: 60/100.,medium,2026-04-21,crawler_found,60
084910,CLEAR CREEK ISD,GALVESTON COUNTY,39684,https://www.ccisd.net,youtube,https://www.youtube.com/@CCISDTV/streams,,@CCISDTV,"Crawler found: boardbook, youtube, vimeo. Crawled 8 pages. Score: 100/100.",high,2026-04-21,crawler_found,100
085902,POST ISD,GARZA COUNTY,686,https://www.postisd.net,boardbook,https://meetings.boardbook.org/Public/Organization/1094,,,Crawler found: boardbook. Crawled 1 pages. Score: 78/100.,medium,2026-04-21,crawler_found,78
085903,SOUTHLAND ISD,GARZA COUNTY,132,https://www.southlandisd.net,website_archive,https://www.southlandisd.net/178630_2,,,Crawler found: website_archive. Crawled 1 pages. Score: 38/100.,low,2026-04-21,crawler_found,38
086902,HARPER ISD,GILLESPIE COUNTY,591,https://www.harperisd.org,website_archive,https://www.harperisd.org/36157_3,,,Crawler found: website_archive. Crawled 2 pages. Score: 45/100.,low,2026-04-21,crawler_found,45
088902,GOLIAD ISD,GOLIAD COUNTY,1244,https://www.goliadisd.org,boardbook,https://meetings.boardbook.org/Public/Organization/2600,,,Crawler found: boardbook. Crawled 8 pages. Score: 85/100.,high,2026-04-21,crawler_found,85
089901,GONZALES ISD,GONZALES COUNTY,2557,https://www.gonzalesisd.net,youtube,https://www.youtube.com/@gisdathletics1534/streams,,@gisdathletics1534,"Crawler found: boardbook, diligent, youtube, boarddocs. Crawled 8 pages. Score: 100/100.",high,2026-04-21,crawler_found,100
089905,WAELDER ISD,GONZALES COUNTY,302,https://www.waelderisd.org,boardbook,https://meetings.boardbook.org/Public/Organization/876\,,,"Crawler found: boardbook, facebook_live. Crawled 1 pages. Score: 78/100.",medium,2026-04-21,crawler_found,78
090902,LEFORS ISD,GRAY COUNTY,173,https://www.leforsisd.net,boardbook,https://meetings.boardbook.org/Public/Organization/973\,,,Crawler found: boardbook. Crawled 1 pages. Score: 78/100.,medium,2026-04-21,crawler_found,78
090904,PAMPA ISD,GRAY COUNTY,3141,https://www.pampaisd.net,youtube,https://www.youtube.com/channel/UClTN6V0NMLUl6v8-4J7stAQ,,channel/UClTN6V0NMLUl6v8-4J7stAQ,"Crawler found: facebook_live, youtube. Crawled 1 pages. Score: 78/100.",medium,2026-04-21,crawler_found,78
091901,BELLS ISD,GRAYSON COUNTY,1007,https://www.bellsisd.net,boardbook,https://meetings.boardbook.org/Public/Organization/2225,,,Crawler found: boardbook. Crawled 1 pages. Score: 93/100.,high,2026-04-21,crawler_found,93
091902,COLLINSVILLE ISD,GRAYSON COUNTY,600,https://www.collinsvilleisd.org,youtube,https://www.youtube.com/user/cisdpirates,,@cisdpirates,Crawler found: youtube. Crawled 2 pages. Score: 100/100.,high,2026-04-21,crawler_found,100
091905,HOWE ISD,GRAYSON COUNTY,1265,https://www.howeisd.net,youtube,https://www.youtube.com/user/howeisd,,@howeisd,"Crawler found: facebook_live, youtube. Crawled 2 pages. Score: 85/100.",high,2026-04-21,crawler_found,85
091906,SHERMAN ISD,GRAYSON COUNTY,7788,https://www.shermanisd.net,youtube,https://www.youtube.com/user/shermanisd,,@shermanisd,"Crawler found: diligent, youtube. Crawled 3 pages. Score: 100/100.",high,2026-04-21,crawler_found,100
091907,TIOGA ISD,GRAYSON COUNTY,664,https://www.tiogaisd.net,website_archive,https://www.tiogaisd.net/vnews/display.v/SEC/Administration%7CSchool%20Board,,,Crawler found: website_archive. Crawled 8 pages. Score: 60/100.,medium,2026-04-21,crawler_found,60
091908,VAN ALSTYNE ISD,GRAYSON COUNTY,2612,https://www.vanalstyneisd.org,youtube,https://www.youtube.com/embed/DKmswQTzXuo,,,"Crawler found: youtube, boardbook. Crawled 2 pages. Score: 85/100.",high,2026-04-25,crawler_found,85
091909,WHITESBORO ISD,GRAYSON COUNTY,1802,https://www.whitesboroisd.org,boardbook,https://meetings.boardbook.org/Public/Organization/1601,,,Crawler found: boardbook. Crawled 5 pages. Score: 100/100.,high,2026-04-21,crawler_found,100
091910,WHITEWRIGHT ISD,GRAYSON COUNTY,801,https://www.whitewrightisd.com,website_archive,https://www.whitewrightisd.com/114076_2,,,Crawler found: website_archive. Crawled 5 pages. Score: 45/100.,low,2026-04-21,crawler_found,45
091913,POTTSBORO ISD,GRAYSON COUNTY,1453,https://www.pottsboroisd.org,youtube,https://www.youtube.com/c/PottsboroISDInfo/videos,,@PottsboroISDInfo,"Crawler found: boardbook, youtube. Crawled 5 pages. Score: 100/100.",high,2026-04-21,crawler_found,100
